metric,value
rows,128589.0
columns,31.0
mean_composite_pressure,4.04309883450973
mean_runs_off_bat,0.803039140206394
wicket_rate,0.027164065355512523
boundary_rate,0.09170302280910497
dot_ball_rate,0.5233806935274401
