batter,balls_faced,avg_residual,actual_rpb,expected_rpb,weight,final_score
MG Bevan,216,-0.12766213332676415,0.5879629629629629,0.715625096289727,5.375278407684165,-0.6862195087502524
PD Collingwood,581,-0.11484119357095324,0.7607573149741824,0.8755985085451357,6.364750756851911,-0.7309355736985014
DD Ebrahim,125,-0.15975675989486487,0.632,0.7917567598948649,4.8283137373023015,-0.7713557584272814
S Samarawickrama,111,-0.17163347542665042,0.918918918918919,1.0905523943455693,4.709530201312334,-0.8083130360780084
TM Odoyo,421,-0.13858149802749606,0.6175771971496437,0.7561586951771397,6.042632833682381,-0.8373971101218378
S Chanderpaul,726,-0.127871083730855,0.546831955922865,0.67470303965372,6.587550014824796,-0.8423571595268566
M Labuschagne,216,-0.16129960576290364,0.6620370370370371,0.8233366427999407,5.375278407684165,-0.8670302880253044
TM Dilshan,308,-0.1518498857576541,0.7207792207792207,0.872629106536875,5.730099782973574,-0.8701149974244957
KO Otieno,203,-0.17254587281180309,0.4433497536945813,0.6158956265063844,5.313205979041787,-0.9167717630826558
T Taibu,221,-0.17432898578376105,0.5701357466063348,0.7444647323900959,5.3981627015177525,-0.9410562288513175
R Dravid,532,-0.1636893574938557,0.6785714285714286,0.8422607860652843,6.2766434893416445,-1.0274197399883265
NL McCullum,122,-0.21719313454062802,0.6639344262295082,0.8811275607701362,4.804021044733257,-1.0434003891047587
DR Chumney,131,-0.21780566273810287,0.4580152671755725,0.6758209299136754,4.875197323201151,-1.0618455839588519
I Maraj,229,-0.19635990130154382,0.3406113537117904,0.5369712550133342,5.43372200355424,-1.0669651163179374
WTS Porterfield,417,-0.17699962633411123,0.42206235011990406,0.5990619764540153,6.0330862217988015,-1.0678540068998628
JV Harris,201,-0.20145672933084854,0.4527363184079602,0.6541930477388088,5.303304908059076,-1.068386461421818
HP Tillakaratne,163,-0.21663551650398225,0.5214723926380368,0.7381079091420191,5.093750200806762,-1.1034872056940361
IR Bell,242,-0.20252768832452858,0.45867768595041325,0.6612053742749419,5.488937726156687,-1.111661869035808
P Utseya,146,-0.22432664835032212,0.5958904109589042,0.8202170593092263,4.983606621708336,-1.1179557701443028
JDP Oram,344,-0.19196210565827268,0.6366279069767442,0.8285900126350169,5.840641657373398,-1.1211818709448211
MEK Hussey,149,-0.22739231668226864,0.8322147651006712,1.0596070817829397,5.003946305945459,-1.1378589430626183
J Smits,144,-0.23103972880655427,0.3958333333333333,0.6268730621398876,4.969813299576001,-1.1482243169532458
DR Martyn,202,-0.21681278567400258,0.7821782178217822,0.9989910034957848,5.308267697401205,-1.1509003065768786
Shahriar Nafees,115,-0.24704894435378452,0.40869565217391307,0.6557445965276976,4.74493212836325,-1.1722304733424969
PJ Cummins,223,-0.2216732025089434,0.7802690582959642,1.0019422608049076,5.407171771460119,-1.1986250830955212
LPC Silva,519,-0.19914607719297533,0.7572254335260116,0.956371510718987,6.251903883165888,-1.2450421333200163
DM de Silva,269,-0.22377104029115785,0.7211895910780669,0.9449606313692248,5.594711379601839,-1.2519343855422824
B Zuiderent,131,-0.2583013112318511,0.32061068702290074,0.5789119982547519,4.875197323201151,-1.259269861096868
WU Tharanga,160,-0.2565380072985521,0.4625,0.719038007298552,5.075173815233827,-1.3019749772538758
M Theekshana,157,-0.2686601849715716,0.45222929936305734,0.720889484334629,5.056245805348308,-1.3584119333266096
GH Dockrell,134,-0.2805212316899586,0.6343283582089553,0.9148495898989137,4.897839799950911,-1.3739480533023298
