covariate,coef,exp(coef),se(coef),coef lower 95%,coef upper 95%,exp(coef) lower 95%,exp(coef) upper 95%,cmp to,z,p,-log2(p)
avg_pressure,0.31854954068338787,1.3751317444627622,0.02797155350724118,0.26372630321756013,0.3733727781492156,1.3017718567699583,1.4526257460514174,0.0,11.388339249763973,4.7801353814408026e-30,97.40079136829614
max_pressure,-0.42209470572323543,0.6556719405675944,0.02478596315171705,-0.47067430082273776,-0.3735151106237331,0.624580970795569,0.688310585415493,0.0,-17.02958659058584,4.955305330637851e-65,213.6163522131072
avg_wickets_lost,0.00493726641075635,1.0049494747943064,0.013397853532188283,-0.021322043982475433,0.031196576803988137,0.9789036637674823,1.031688289941101,0.0,0.36851174696712347,0.7124916876855526,0.48905491188723077
avg_balls_bowled,0.0025400157377779365,1.0025432443107154,0.0003885995870247465,0.0017783745428022947,0.0033016569327535784,1.0017799567886125,1.0033071134054854,0.0,6.536331541742439,6.304607543845217e-11,33.88480247688243
runs_scored,-0.0754867439766049,0.9272920226572727,0.0015930087498024085,-0.0786089837532748,-0.07236450419993501,0.9244013097173195,0.9301917752007113,0.0,-47.38627078223395,0.0,inf
